AC021016.8	USP37
LINC00205	FAM207A
DACH1	NCKIPSD
NCKIPSD	DACH1
AFAP1-AS1	USH1C
JAK1	SLC15A1
SLC15A1	JAK1
YWHAG	ING1
KAT5	GPR156
GPR156	KAT5
PSMB3	ADRM1
ADRM1	PSMB3
ST6GALNAC6	RP11-203J24.9
RP11-203J24.9	ST6GALNAC6
MCC	CUL1
CUL1	MCC
EEF1A1	SF3B2
SF3B2	EEF1A1
AC004041.2	KIF3A
NPY2R	PYY
SDCBP	SAMD1
SAMD1	SDCBP
SMARCC2	PBRM1
TYK2	JAKMIP1
L3MBTL2	TRIM42
TRIM42	L3MBTL2
RPL24	RPS3
RPS3	RPL24
PDE4D	ADCY10
ADCY10	PDE4D
PAPD5	CYLD
CYLD	PAPD5
IQGAP1	AFAP1
AFAP1	IQGAP1
SNHG3	EYA3
C7orf49	WDR91
NES	UBR2
UBR2	NES
SYT1	EIF2B3
EIF2B3	SYT1
PRDX1	SOD2
SOD2	PRDX1
RP11-326F20.5	B4GALT1
KRT15	KRT77
KRT77	KRT15
MAP4K4	RPRD2
RPRD2	MAP4K4
PCDHGB4	PTPRU
PTPRU	PCDHGB4
PI4KA	CORO1C
CORO1C	PI4KA
PPP1CA	PRKAR2A
PRKAR2A	PPP1CA
FLNB	RAI14
RAI14	FLNB
CDKN2B-AS1	RGS7
EGFR	HEXIM1
HEXIM1	EGFR
POLA2	DCP2
PAPPA	ATF7IP
ATF7IP	PAPPA
RAPGEF2	PHB2
PHB2	RAPGEF2
SRSF4	SCAF11
SCAF11	SRSF4
FLI1	GP6
GP6	FLI1
CDKN2B-AS1	SIX2
PTPN1	PHB2
PHB2	PTPN1
COQ10B	SF3B1
CCDC146	GSAP
SF3B2	SNRNP35
SNRNP35	SF3B2
ITGB2	ABL1
ADRBK1	ARRB1
KRT19	TNS4
TNS4	KRT19
EFNA3	ATP8B2
ATP8B2	EFNA3
EZH2	CEP192
CEP192	EZH2
VDR	MED4
KDM1A	CCDC53
CCDC53	KDM1A
RP5-1120P11.3	MRPS18A
ADCY9	TMEM194A
TMEM194A	ADCY9
SSBP2	IL36RN
IL36RN	SSBP2
POU2F1	PLK3
EIF3M	GPBP1L1
GPBP1L1	EIF3M
SERPIND1	WDR5
WDR5	SERPIND1
SMARCC1	NCOA3
NCOA3	SMARCC1
SERPINB8	FURIN
PRKAR1A	MCRS1
MCRS1	PRKAR1A
PTPN6	LCP2
TYRO3	SRC
PLEKHO1	DDX31
DDX31	PLEKHO1
LRP8	CRTC3
CRTC3	LRP8
NFKB1	RXRA
RXRA	NFKB1
APC	PUF60
PUF60	APC
IL1R2	EXOC5
EXOC5	IL1R2
SPEG	GMPPA
GMPPA	SPEG
CDKN2B-AS1	PPP6R2
RAPGEF4	TRAF1
ADRBK1	GIT1
CRK	MAPK8
MAPK8	CRK
CD53	KCNA2
KCNA2	CD53
SCNN1D	SCNN1G
SCNN1G	SCNN1D
SUPT3H	SUPT7L
SUPT7L	SUPT3H
RBPMS	C1orf111
C1orf111	RBPMS
TPM3	IKBKE
IKBKE	TPM3
PFDN4	DOK5
DOK5	PFDN4
KYNU	HAAO
HAAO	KYNU
PPP2CA	CIC
CIC	PPP2CA
RPL23	RBM28
RBM28	RPL23
B3GNT1	SLC47A1
SLC47A1	B3GNT1
SETD2	OBSCN
OBSCN	SETD2
WWOX	WIPF2
WIPF2	WWOX
MRPL42	NGRN
NGRN	MRPL42
TNFRSF1B	VIM
VIM	TNFRSF1B
CBL	INPPL1
NFASC	SCNN1B
RPS3	PHB2
PHB2	RPS3
SETDB1	HSF2BP
HSF2BP	SETDB1
DOK2	ADCK3
ADCK3	DOK2
SLFN11	UNC45B
UNC45B	SLFN11
SAA1	COL4A3
PDIA5	UBQLN4
UBQLN4	PDIA5
DLG2	KCNJ2
SRRM1	PABPC1
PABPC1	SRRM1
DDX5	MOV10
MOV10	DDX5
LINC00473	AGO2
ABL1	NFAT5
NFAT5	ABL1
ATP2B4	HSD17B6
HSD17B6	ATP2B4
MCC	SLC9A3R2
SLC9A3R2	MCC
MAFF	HID1
ENO1	HSPD1
HSPD1	ENO1
KCNA5	SRC
PRLR	JAK2
MZT1	WDR7
WDR7	MZT1
MSH6	RAD50
RAD50	MSH6
RHOG	STIM1
STIM1	RHOG
CECR7	CECR6
DBN1	CGN
CGN	DBN1
CSK	ZNF229
ZNF229	CSK
PPARA	SDCBP
INPP5A	PLCB1
PLCB1	INPP5A
SFI1	KRT19
TRAF5	HOMER1
HOMER1	TRAF5
FBXW11	ZBTB46
ZBTB46	FBXW11
TMEM214	KIAA1467
KIAA1467	TMEM214
PI4KA	KLK5
KLK5	PI4KA
GPX1	TYK2
TYK2	GPX1
PSMB7	NR6A1
NR6A1	PSMB7
PPP1R16A	IQGAP3
IQGAP3	PPP1R16A
PTEN	MPZL1
MPZL1	PTEN
IKZF3	HSPB7
HSPB7	IKZF3
RGS4	NUF2
NUF2	RGS4
ACTL6A	INO80E
INO80E	ACTL6A
NOP58	RBM28
RBM28	NOP58
PRCC	LRP8
LRP8	PRCC
LTBR	CISD2
CISD2	LTBR
BARD1	UBE2D3
UBE2D3	BARD1
TTC39A	OSBPL9
OSBPL9	TTC39A
POLD3	P4HA3
P4HA3	POLD3
PLCH2	DGKA
ABL1	CAT
CAT	ABL1
RASSF1	TUBG1
TTC29	TAF8
TAF8	TTC29
EGFR	PRDX1
PRDX1	EGFR
PLK1	NINL
NINL	PLK1
RXRG	RXRA
APC	ATF7IP
ATF7IP	APC
SESN2	DNAJC8
DNAJC8	SESN2
PTPN3	MAPK12
MAPK12	PTPN3
PTPN6	CD27
CD27	PTPN6
TMPO	ZWINT
ZWINT	TMPO
B3GNT2	EDEM2
EDEM2	B3GNT2
SERINC1	SLC2A12
SLC2A12	SERINC1
PLK2	C1orf226
C1orf226	PLK2
THRA	MSL1
USP34	FAM161A
FAM161A	USP34
ZSCAN20	TRIM29
TRIM29	ZSCAN20
LOXL2	PSG8
PSG8	LOXL2
RCC1	RGPD5
RGPD5	RCC1
EEF1A1	SCN1A
SCN1A	EEF1A1
ATG4C	DOCK7
PCMT1	ATG5
ATG5	PCMT1
AP4M1	GRID2
LRRC16A	PAK7
PAK7	LRRC16A
PLK2	FBXW7
FBXW7	PLK2
SNX17	MANSC1
MANSC1	SNX17
IKZF1	MCRS1
MCRS1	IKZF1
SLC7A6	NFATC3
UBR5	CALR3
CALR3	UBR5
ZBTB20	ANLN
ANLN	ZBTB20
ACTB	PARP1
PARP1	ACTB
TP63	TMEM242
TMEM242	TP63
ARRB1	CD2AP
CD2AP	ARRB1
IRF7	CREBBP
AFAP1-AS1	THRB
CAP2	CAP1
CAP1	CAP2
PAK1	ZNF83
ZNF83	PAK1
DGCR14	PRPF6
PRPF6	DGCR14
B4GALT1	GCNT3
GCNT3	B4GALT1
PSMB3	PSMD3
PSMD3	PSMB3
HMBS	DPAGT1
DPAGT1	HMBS
KRT19	CALCOCO1
CALCOCO1	KRT19
PTN	PSMD11
PLG	RBBP6
RBBP6	PLG
MCM5	ITGB3BP
ITGB3BP	MCM5
FBXW7	RALYL
RALYL	FBXW7
TJP1	MYO19
MYO19	TJP1
FGFR1OP	PPP2R3C
PPP2R3C	FGFR1OP
MTF2	SLC39A3
SLC39A3	MTF2
TMPO	USP7
GNAS	RGS2
CD47	WASF3
WASF3	CD47
SRSF6	SLU7
SLU7	SRSF6
MUS81	FOSL1
FOSL1	MUS81
HERC1	MIS12
MIS12	HERC1
TSSC1	CLEC16A
CLEC16A	TSSC1
MOSPD3	TSC22D4
TSC22D4	MOSPD3
PTN	APOBEC3G
APOBEC3G	PTN
PABPC3	RPS9
RPS9	PABPC3
DPPA2	VTA1
PUS7	CXXC4
CXXC4	PUS7
IKBKE	PTGES3
PTGES3	IKBKE
GSK3B	RPF2
RPF2	GSK3B
ENAH	GPHN
RPL3	RPL5
RPL5	RPL3
CDKN2A	E4F1
E4F1	CDKN2A
MIB1	MAPK14
ILF2	RPN1
RPN1	ILF2
RPF2	CNN2P9
CNN2P9	RPF2
DPH1	TPM4
TPM4	DPH1
CASP3	KCNA10
KCNA10	CASP3
OPRL1	GNA14
TNIP3	TRIM8
TRIM8	TNIP3
MAPK3	ARHGEF7
ARHGEF7	MAPK3
AFAP1-AS1	AKT1
ZMYND8	GATAD2B
GATAD2B	ZMYND8
HTR1E	C1orf222
C1orf222	HTR1E
KANSL1	MAPT
AFAP1-AS1	SORCS2
LMTK2	CORO1C
CORO1C	LMTK2
RRM1	ATG5
ATG5	RRM1
DHDDS	SH3BGRL3
SH3BGRL3	DHDDS
OSTF1	VPS37B
VPS37B	OSTF1
HNRNPR	ID3
ID3	HNRNPR
DNAJA1	TRAF6
TRAF6	DNAJA1
RP11-307L3.4	KDM4C
SF3B1	LSM4
LSM4	SF3B1
SREBF2	ZDHHC17
RELL2	DIAPH1
DIAPH1	RELL2
KCNA5	CD9
CD9	KCNA5
SPOPL	NXPH2
NXPH2	SPOPL
DUSP4	MAPK8
NDUFA4	RUVBL1
RUVBL1	NDUFA4
CDKN1A	FKBP5
FKBP5	CDKN1A
TPM3	VDAC1
VDAC1	TPM3
MAPKAPK3	EZH2
RPL6	MBD2
MBD2	RPL6
RPL6	RBM28
RBM28	RPL6
AFAP1-AS1	IGDCC4
EPB41L2	NUMA1
CD46	STK39
STK39	CD46
RNF123	REG4
REG4	RNF123
IFNGR1	STAT1
ACTL6A	KAT5
KAT5	ACTL6A
DNASE1L2	SLC25A21
SLC25A21	DNASE1L2
E4F1	SF3B1
SF3B1	E4F1
ACTB	BCAR1
BCAR1	ACTB
INSM2	BAZ1A
BAZ1A	INSM2
MYO1E	MYO19
MYO19	MYO1E
NETO2	TMED6
TMED6	NETO2
UPF1	GTF3C4
GTF3C4	UPF1
PKLR	LMNA
LMNA	PKLR
MAGI3	LRIG2
LRIG2	MAGI3
GPR98	CALR3
CALR3	GPR98
CREBBP	MSH6
PLSCR1	PLSCR5
PLSCR5	PLSCR1
NEDD9	TBX19
TBX19	NEDD9
TMEM198	GMPPA
GMPPA	TMEM198
NTRK1	NEDD4L
EPB41	SNX3
SNX3	EPB41
RPL11	SF3B1
SF3B1	RPL11
OSTF1	DPPA4
DPPA4	OSTF1
GRB2	NAP1L5
NAP1L5	GRB2
CDKN2B-AS1	EBF2
AC005154.6	NOD1
EGFR	PEX19
PEX19	EGFR
PAM	UBR2
UBR2	PAM
ATXN1	FOXN4
FOXN4	ATXN1
SEMA5B	HSPBAP1
HSPBAP1	SEMA5B
SLC17A9	NTSR1
NTSR1	SLC17A9
PNKD	USP37
USP37	PNKD
PIP5K1A	CDC42SE1
CDC42SE1	PIP5K1A
RP11-65J3.3	RP11-492E3.2
RP11-492E3.2	RP11-65J3.3
SLC25A3	SLC4A5
SLC4A5	SLC25A3
NDUFAF7	QPCT
QPCT	NDUFAF7
GNAQ	RGS18
UBE2K	SIAH1
SIAH1	UBE2K
EGR1	FASLG
PARD3	DYNLRB1
DYNLRB1	PARD3
CREBBP	CORO7
CORO7	CREBBP
YWHAZ	BCR
CALU	PLK3
PLK3	CALU
BMPR1A	JUP
JUP	BMPR1A
PRR5L	COMMD9
PAK1	FBXO28
FBXO28	PAK1
GSN	MYO6
MYO6	GSN
MAPK3	JUND
XKR4	RP1
RP1	XKR4
DDX5	MBD3
MBD3	DDX5
SUMO2	RAD54L2
RAD54L2	SUMO2
RBPMS	PRR20A
PRR20A	RBPMS
NCK2	LRFN4
LRFN4	NCK2
RAD54L2	TEX264
MSX2	PRKCB
PRKCB	MSX2
HCK	SOS1
SOS1	HCK
BDH1	DLG1
PTPRK	CTSF
CTSF	PTPRK
NCOA2	ESRRB
C6	DPY19L3
DPY19L3	C6
SOS1	BCAR1
BCAR1	SOS1
SQSTM1	RUFY1
RUFY1	SQSTM1
PEX13	TRAF1
TRAF1	PEX13
FCGR3B	CD109
CD109	FCGR3B
RPL37A	RBM28
RBM28	RPL37A
SCAPER	MZT1
MZT1	SCAPER
TES	RAB8B
RAB8B	TES
EED	TGS1
PRKCQ	IRS1
RAB7A	CHMP2B
CHMP2B	RAB7A
KRAS	PIP4K2A
PIP4K2A	KRAS
PRDM5	RBM28
RBM28	PRDM5
PIP5K1A	ARF1
OSBPL9	BLOC1S2
BLOC1S2	OSBPL9
RP4-605O3.4	CERS5
CFH	HIP1
HIP1	CFH
ATXN1	TBC1D5
NUP50	FBXO28
FBXO28	NUP50
FSHR	GP1BB
GP1BB	FSHR
ITPR3	MYO1C
MYO1C	ITPR3
GEMIN2	IGF2BP1
IGF2BP1	GEMIN2
MKNK1	GATAD2B
GATAD2B	MKNK1
GFPT1	GNPDA1
GNPDA1	GFPT1
IMPDH2	TRAF2
TRAF2	IMPDH2
B4GALT1	ST6GAL1
SORBS3	FAM214B
FAM214B	SORBS3
PRKACA	DAP3
DAP3	PRKACA
SRPK1	SRSF4
RCL1	GEMIN7
GEMIN7	RCL1
ANXA2	RPS9
RPS9	ANXA2
ILDR1	IQCB1
KIF1B	CERS2
CERS2	KIF1B
SART3	RPF2
RPF2	SART3
ALDH4A1	UBR4
UBR4	ALDH4A1
NDUFAF1	FAM134C
FAM134C	NDUFAF1
STAT1	MYO18A
MYO18A	STAT1
MET	SRC
SRC	MET
KPNA1	MTA3
MTA3	KPNA1
ERCC4	NAE1
NAE1	ERCC4
PRKCQ	TNNI3
TNNI3	PRKCQ
PLK2	DLGAP4
DLGAP4	PLK2
CRYL1	XPO4
XPO4	CRYL1
ANXA2	MYH9
MYH9	ANXA2
DVL1	TMEM52
TMEM52	DVL1
UGP2	GLRX3
GLRX3	UGP2
TNFRSF14	ATXN10
ATXN10	TNFRSF14
SP3	PIAS1
PIAS1	SP3
ARPC2	ARPC1A
ARPC1A	ARPC2
KCNQ1	PPP1CA
PPP1CA	KCNQ1
KIF5B	SNAP25
RB1	BNC2
HRAS	RIN1
RIN1	HRAS
MAPK8	YWHAB
YWHAB	MAPK8
HSP90AB1	NOS3
NOS3	HSP90AB1
SLC25A33	PIK3CD
PIK3CD	SLC25A33
TP63	DAB2IP
KRAS	EIF3G
EIF3G	KRAS
RHOA	IKZF3
IKZF3	RHOA
EPHA2	CIR1
CIR1	EPHA2
CNTNAP4	MAST3
ACTB	RAB5C
RAB5C	ACTB
HAP1	RHPN1
RHPN1	HAP1
NPDC1	CCND1
SMARCA2	UQCRC1
UQCRC1	SMARCA2
TUBG1	SLC25A13
SLC25A13	TUBG1
SYF2	SRRT
SRRT	SYF2
TRAF1	PATZ1
PATZ1	TRAF1
HSPA4	WDR5
WDR5	HSPA4
CD80	TIMMDC1
NCOA6	N4BP2
N4BP2	NCOA6
PROP1	FCHSD2
FCHSD2	PROP1
RPS6KA2	STRADB
STRADB	RPS6KA2
FES	IRS1
RP11-83A24.2	SETD7
AC010761.6	DHRS13
SCN8A	SLC4A8
SLC4A8	SCN8A
PTK2	PTPN12
PTPN12	PTK2
KCNH3	SPATS2
RP11-637O19.3	GCNT2
GCNT2	RP11-637O19.3
RCOR3	ARRDC1
ARRDC1	RCOR3
RPS7	SART3
SART3	RPS7
AC007796.1	ZNF507
SRSF6	SF3B2
SF3B2	SRSF6
ATP8B2	TPM3
TPM3	ATP8B2
NFKB1	SLC39A8
FBXO4	GHR
GHR	FBXO4
GBF1	PTP4A3
PTP4A3	GBF1
IWS1	SAMD1
SAMD1	IWS1
RP11-244F12.3	TLN2
OLFM1	EDEM2
EDEM2	OLFM1
VPS37B	PITPNM2
PITPNM2	VPS37B
HPS6	LDB1
LDB1	HPS6
P2RX2	DSTYK
DSTYK	P2RX2
DDX5	SRSF6
SRSF6	DDX5
OTX1	RGS17
RGS17	OTX1
KAT5	MEAF6
MEAF6	KAT5
CSK	ABCB5
ABCB5	CSK
TUG1	BCL2
HSPA5	DNAJB11
DNAJB11	HSPA5
LAMA5	BCAM
BCAM	LAMA5
SLC2A4RG	UCKL1
UCKL1	SLC2A4RG
GRB2	IRS1
IRS1	GRB2
DLL4	INO80
INO80	DLL4
WDR82	DNAH1
DNAH1	WDR82
PRKACA	PTPN11
CHD2	FAM174B
PDE8B	ADCY10
ADCY10	PDE8B
RPL29	SCN1A
SCN1A	RPL29
PDE9A	SDCBP
SDCBP	PDE9A
CUL1	LRPPRC
LRPPRC	CUL1
CASP3	MAPK14
MAPK14	CASP3
NUMA1	YWHAZ
YWHAZ	NUMA1
TES	CAPZA2
CAPZA2	TES
TBC1D4	COMMD1
COMMD1	TBC1D4
PIP4K2A	EPB41L5
EPB41L5	PIP4K2A
TCF3	LMX1B
SLC7A5	CA5A
CA5A	SLC7A5
SMAD4	MAPK3
MAPK3	SMAD4
RPS8	SRPK1
SRPK1	RPS8
REL	SPRY1
SPRY1	REL
NUAK1	NUAK2
PRLR	YWHAG
SART1	CDK12
CDK12	SART1
KRAS	PAM
PAM	KRAS
DEPDC1	KIAA1467
KIAA1467	DEPDC1
AC007091.1	FERD3L
LYN	AKAP8
AKAP8	LYN
CENPE	YWHAG
YWHAG	CENPE
NARS2	GAB2
ATP6V0A1	VAT1
PUM1	TRIM11
TRIM11	PUM1
COX6C	PHB
PHB	COX6C
ZNF225	CBLC
CBLC	ZNF225
HSP90AB1	RPL38
RPL38	HSP90AB1
IMPDH2	ANKRD9
ANKRD9	IMPDH2
MYOT	KLHL3
KLHL3	MYOT
PHB	RPL38
RPL38	PHB
PXMP2	SLC39A9
SLC39A9	PXMP2
CHEK2	PLK3
RP11-426L16.8	RP3-522D1.1
RP3-522D1.1	RP11-426L16.8
DBN1	DCTN2
DCTN2	DBN1
PAK1	ESR1
DYRK1A	DSCR3
DSCR3	DYRK1A
PNKD	GON4L
GON4L	PNKD
TMPRSS3	RXRA
CEP170B	TMEM179
TMEM179	CEP170B
SCN9A	SCN7A
SCN7A	SCN9A
CLK1	TRA2B
TRA2B	CLK1
RBM39	ZCCHC10
ZCCHC10	RBM39
TRAF1	KANK2
KANK2	TRAF1
CTD-2562J15.6	CTD-3222D19.2
MRPL42	MRPS33
MRPS33	MRPL42
CHRNA7	SRC
SRC	CHRNA7
S100A4	CNTRL
CNTRL	S100A4
BARD1	IKZF1
IKZF1	BARD1
SNRPN	TOE1
TOE1	SNRPN
SKP1	APIP
APIP	SKP1
IMPDH2	NT5M
NT5M	IMPDH2
RP11-632K5.3	P4HA3
PLEC	RHPN1
TUG1	NTF3
RELB	COMMD1
COMMD1	RELB
ESR1	MAPKAPK2
ITGA4	LYN
LYN	ITGA4
ADRBK1	TBC1D14
TBC1D14	ADRBK1
CORO1C	CHMP4B
CHMP4B	CORO1C
COX5A	LMAN1L
LMAN1L	COX5A
SFI1	SF3B2
SF3B2	SFI1
YWHAG	DOCK7
DOCK7	YWHAG
TSHR	MOCOS
MOCOS	TSHR
KRAS	NOP58
NOP58	KRAS
NCOR1	NCAPH2
NCAPH2	NCOR1
ZNF326	LRRC8D
LRRC8D	ZNF326
PLCB4	ITPKB
COX18	ADAMTS3
ADAMTS3	COX18
PHC2	ZSCAN20
ZSCAN20	PHC2
LTBR	TRAF5
SART3	GNL3
GNL3	SART3
RNU5D-1	RP11-269F19.2
COQ5	P2RX7
P2RX7	COQ5
MSH6	RFC2
RFC2	MSH6
ABI2	ICA1L
CYBRD1	CHMP4B
CHMP4B	CYBRD1
MAP3K8	RELB
RELB	MAP3K8
UBE3B	MVK
NOTCH1	ITCH
DHRS13	MYO18A
MYO18A	DHRS13
PIAS1	PRPF3
PRPF3	PIAS1
MAPK14	MAPK13
GNAS	CORO1C
CORO1C	GNAS
LPP	TPRG1
CD59	CORO1C
CORO1C	CD59
SF3B4	VPS45
VPS45	SF3B4
SF3B1	THOC6
THOC6	SF3B1
DNMBP	CYFIP2
FYB	SKAP2
GTF3C4	PHB2
PHB2	GTF3C4
PDCD6IP	ATN1
MAP2K2	TUBA4A
TUBA4A	MAP2K2
HSP90AB1	TRAF2
TRAF2	HSP90AB1
EFHD1	ATG16L1
ATG16L1	EFHD1
SNRPN	LSM4
LSM4	SNRPN
LAMA5	SUSD4
SUSD4	LAMA5
ZC3H12D	UST
UST	ZC3H12D
MUC2	PLEKHM1
PLEKHM1	MUC2
SNRPC	PRPF3
PRPF3	SNRPC
FBXL4	NEDD1
NEDD1	FBXL4
ALK	CENPF
CENPF	ALK
MET	RANBP10
RBBP8	IKZF3
ITGA6	PLEC
PLEC	ITGA6
FEZ2	KIF6
KIF6	FEZ2
BZW1	PREX1
PREX1	BZW1
MTF2	TSC2
TSC2	MTF2
NAE1	RPL23
RPL23	NAE1
SKP1	FBXW8
FBXW8	SKP1
NR4A1	CHMP2B
CHMP2B	NR4A1
HSPA9	SIL1
PCBD2	ASCC2
ASCC2	PCBD2
PPP2CA	CPSF3L
CPSF3L	PPP2CA
GML	UBR4
UBR4	GML
RPL24	RPS9
RPS9	RPL24
TRAF2	QRICH1
QRICH1	TRAF2
IL2RB	MAPK3
MAPK3	IL2RB
CBX3	CENPO
CENPO	CBX3
RPS9	CDYL
CDYL	RPS9
BMPR1A	FSCN1
FSCN1	BMPR1A
PROP1	MBD3
MBD3	PROP1
TCEA2	OSBPL3
OSBPL3	TCEA2
APC	SETDB1
SETDB1	APC
RPS9	IKBKE
IKBKE	RPS9
UBR2	PAK7
PAK7	UBR2
PTPRC	PXN
PXN	PTPRC
JUND	TPM1
MAPK14	NCOA3
PRKG1	A1CF
A1CF	PRKG1
PABPC1	HRNR
HRNR	PABPC1
SLC9A3R1	PLCB2
CBY1	HID1
HID1	CBY1
SNX20	KLHL12
MAPK12	TCF3
NEDD4L	LAPTM5
MAPK12	LIFR
IGFBP3	IGF1
CSNK1E	MYC
HTT	ZNF395
ZNF395	HTT
GNG7	MPP3
CASP3	CTTN
CTTN	CASP3
KRTAP5-9	KRTAP11-1
KRTAP11-1	KRTAP5-9
STAT1	GTF2I
KIF5B	KLC2
KLC2	KIF5B
CDC5L	CDK12
CDK12	CDC5L
RAC1	BANK1
BANK1	RAC1
RP11-305L7.3	NFIL3
CRP	TIMP3
TIMP3	CRP
SELPLG	SYK
GPC1	VEGFA
RP4-697P8.3	SLX4IP
PXN	ARHGEF7
NEK7	ATP6V1G3
ATP6V1G3	NEK7
FHL2	TRAF6
TRAF6	FHL2
KIF2A	ROBO2
ROBO2	KIF2A
SLC12A2	STK39
STK39	SLC12A2
RASD2	TXN2
TXN2	RASD2
DDX46	SYF2
SYF2	DDX46
CREBBP	ABCA1
HOOK2	ZNF250
EEF1A1	PABPC3
PABPC3	EEF1A1
PIAS1	SNIP1
CUL2	TRIM44
TRIM44	CUL2
EEF1A1	FHL2
FHL2	EEF1A1
RAB11FIP5	RAB11FIP4
RAB11FIP4	RAB11FIP5
GTF2A1	INPPL1
INPPL1	GTF2A1
DLG2	FA2H
FA2H	DLG2
SNRPC	PRR20A
PRR20A	SNRPC
BMP7	SLAMF1
SLAMF1	BMP7
SMAD4	NCOA3
NCOA3	SMAD4
SORT1	TUBA1C
TUBA1C	SORT1
YWHAG	CLASP1
CLASP1	YWHAG
PMF1	ARHGEF2
ARHGEF2	PMF1
GPR161	GNB4
GNB4	GPR161
RBBP5	PPP6R3
PPP6R3	RBBP5
PRPF4B	DDX46
DDX46	PRPF4B
NDC80	NHSL1
NHSL1	NDC80
CSK	IL17RD
IL17RD	CSK
OPRM1	DEGS1
DEGS1	OPRM1
CNTN1	HAX1
HAX1	CNTN1
DDX5	SFPQ
SFPQ	DDX5
GABRA6	PROP1
PROP1	GABRA6
R3HDM4	SBNO2
SBNO2	R3HDM4
PFKFB4	COL7A1
COL7A1	PFKFB4
FGF9	NAA15
NAA15	FGF9
RAB3IL1	FTH1
FTH1	RAB3IL1
FGF1	S100A13
KCNA3	NTRK2
NTRK2	KCNA3
CALML3	ELMO1
ELMO1	CALML3
TSPAN3	MAP1LC3B2
MAP1LC3B2	TSPAN3
MAPK14	SPAG9
SLC9A2	IL1R2
IL1R2	SLC9A2
GUSB	CTSA
CTSA	GUSB
SOD2	AURKA
AURKA	SOD2
PTPN6	MYH9
MYC	PRPF6
CHUK	ESR1
SRC	DTNA
TRAF1	CASP8
ITGB8	B3GNT2
B3GNT2	ITGB8
CASR	SLC15A2
SLC15A2	CASR
IRF1	STAT4
DBN1	PPP1CA
PPP1CA	DBN1
IKZF1	FOXK1
FOXK1	IKZF1
HOXA1	PCSK5
PCSK5	HOXA1
S100A2	S100A3
S100A3	S100A2
IL4R	HS3ST4
HS3ST4	IL4R
TYK2	CRKL
RGS2	RIN3
UQCR11	COX7B2
COX7B2	UQCR11
DNM2	PLK1
PLK1	DNM2
KRT8	MAP4K4
MAP4K4	KRT8
PIK3CD	PIK3R3
AFAP1-AS1	GAL
IMPDH2	SKP2
SKP2	IMPDH2
PLCG2	PLCXD2
PLCXD2	PLCG2
FAF1	KLHL22
KLHL22	FAF1
CDC25C	MAPKAPK2
MAPKAPK2	CDC25C
KANK2	COG6
COG6	KANK2
ARHGAP21	MYO19
MYO19	ARHGAP21
PRKACA	ESR1
AC009410.1	SPHKAP
DLG1	KCNA3
MCM7	GIPC1
GIPC1	MCM7
APOD	FCRL1
FCRL1	APOD
RP11-26J3.1	TPD52
SSH1	MYO1H
MYO1H	SSH1
RP11-473M20.9	IL32
COQ5	PXDN
PXDN	COQ5
RP11-473M20.14	AJ003147.9
AJ003147.9	RP11-473M20.14
PTK2B	PXN
BCL2	CASP3
CASP3	BCL2
BRAF	CDC37
CDC37	BRAF
BAG1	BHLHA15
BHLHA15	BAG1
CEP95	TEX2
TEX2	CEP95
EPB41	SPTBN1
CDC25A	BOLL
BOLL	CDC25A
RAB5C	LIMA1
LIMA1	RAB5C
ROCK1	ABHD3
HSPD1	MTG1
MTG1	HSPD1
IL1RAP	PCDHA12
PCDHA12	IL1RAP
CD247	CD5
RPS3	FXR1
FXR1	RPS3
LINC00636	IFT57
RGS7	YWHAB
CTC-436P18.1	KIF2A
NFKB1	GLG1
CAPZB	GRB2
GRB2	CAPZB
LIMA1	PPP1R9B
PPP1R9B	LIMA1
RP11-105N13.4	MAPT
RP1-18D14.7	PDZK1IP1
ANKRD29	TTC39C
TTC39C	ANKRD29
MAPK13	SPAG16
SPAG16	MAPK13
NCOA3	NCOA1
NCOA1	NCOA3
RPH3A	ADD2
SRRT	CDK12
CDK12	SRRT
SQRDL	CDK15
CDK15	SQRDL
ULBP1	PPP1R14C
PPP1R14C	ULBP1
KIF23	SRRT
SRRT	KIF23
SLAMF1	CACHD1
CACHD1	SLAMF1
TUBG2	TUBA1C
TUBA1C	TUBG2
RTKN	TAX1BP3
TAX1BP3	RTKN
GRK6	F12
F12	GRK6
UBE2K	NCOA2
NCOA2	UBE2K
PAFAH1B1	SDHC
SDHC	PAFAH1B1
SRC	S1PR2
S1PR2	SRC
KDM1A	ASCC2
ASCC2	KDM1A
LBX2-AS1	M1AP
TFAP2A	EED
PTPN23	CCDC12
CBLB	UBASH3A
UBASH3A	CBLB
HSP90AB1	TUBG1
TUBG1	HSP90AB1
ZNF512B	UCKL1
PDLIM2	SLC39A14
SLC39A14	PDLIM2
ATR	RASSF1
RASSF1	ATR
PDGFA	DUSP3
CHRM2	GNG2
RORA	RP11-507B12.1
RP11-507B12.1	RORA
HAP1	ZBTB38
ZBTB38	HAP1
CENPM	CENPL
CENPL	CENPM
RPS13	PIAS1
PIAS1	RPS13
IRS1	IKBKE
IKBKE	IRS1
SNORA21	STARD3
MYC	ADRBK2
ADRBK2	MYC
WDR91	CALD1
CALD1	WDR91
HSPA9	TMEM33
TMEM33	HSPA9
NDC80	CALCOCO1
SRC	WBP2
WBP2	SRC
ENG	ACVR1
VAMP3	KIFAP3
KIFAP3	VAMP3
DMXL1	POGZ
POGZ	DMXL1
SYF2	THOC6
THOC6	SYF2
YWHAG	PGAM5
PGAM5	YWHAG
